0.0000000  7.3
0.0125403  4.2
0.0216590  4.7
0.0230371  4.3
0.0236903  4.0
0.0342021  4.3
0.0375274  3.0
0.0444598  3.7
0.0501710  3.3
0.0529371  3.7
0.0558274  3.6
0.0579711  3.3
0.0584692  4.0
0.0599506  3.1
0.0609271  3.6
0.0610073  3.3
0.0642122  2.6
0.0655040  2.8
0.0681243  5.5
0.0707096  3.8
0.0719041  3.8
0.0731364  4.1
0.0745886  3.6
0.0746161  3.4
0.0763878  3.1
0.0774856  4.2
0.0815771  2.4
0.0839819  4.5
0.0845789  3.8
0.0845866  3.4
0.0850406  3.4
0.0856577  2.8
0.0877538  2.7
0.0879106  2.9
0.0886125  4.0
0.0898592  3.8
0.0898865  3.7
0.0916383  2.5
0.0939411  2.8
0.0960374  3.3
0.0971283  3.7
0.0993860  2.7
0.0998053  3.5
0.1020098  3.8
0.1037535  3.0
0.1042525  2.4
0.1064624  3.6
0.1075535  3.3
0.1075553  3.5
0.1104297  3.3
0.1116236  4.2
0.1128487  2.9
0.1141383  4.1
0.1159456  2.9
0.1160108  2.2
0.1171724  2.7
0.1181509  3.8
0.1191103  2.8
0.1195773  3.4
0.1195855  3.6
0.1202554  4.3
0.1223856  3.0
0.1237661  4.0
0.1247612  3.7
0.1266957  2.8
0.1276121  3.6
0.1282732  3.1
0.1288591  3.3
0.1315109  3.6
0.1317331  3.7
0.1327671  2.6
0.1334939  2.9
0.1354629  2.1
0.1357396  2.3
0.1357402  2.8
0.1377619  2.6
0.1380929  3.3
0.1391561  2.9
0.1402305  3.2
0.1415383  3.1
0.1416725  2.8
0.1432828  4.4
0.1454397  2.8
0.1463168  2.7
0.1477890  3.4
0.1484293  3.2
0.1502421  2.7
0.1503146  3.5
0.1504414  3.2
0.1520417  2.8
0.1533285  3.0
0.1546878  3.2
0.1558665  2.8
0.1559597  2.9
0.1561459  2.7
0.1567005  2.1
0.1580519  3.7
0.1600248  3.0
0.1608820  3.4
0.1619342  2.6
0.1634544  2.8
0.1636873  3.3
0.1647864  3.1
0.1649531  3.5
0.1657820  3.7
0.1662497  3.1
0.1670948  3.2
0.1682755  3.5
0.1706835  2.5
0.1716027  2.8
0.1718155  2.9
0.1723542  3.0
0.1727036  3.7
0.1744957  2.9
0.1751078  3.1
0.1767291  2.8
0.1780545  2.5
0.1783419  2.4
0.1792180  3.3
0.1793734  3.4
0.1803696  2.7
0.1837180  3.5
0.1861160  3.9
0.1861372  3.7
0.1886240  3.0
0.1892338  3.6
0.1900355  3.0
0.1903678  2.7
0.1916369  2.6
0.1916670  2.5
0.1925364  2.4
0.1929106  3.9
0.1953750  2.2
0.1959641  2.4
0.1964078  2.6
0.1965032  2.1
0.1972564  2.5
0.1981457  2.5
0.1988780  4.1
0.1998897  3.4
0.2006361  2.8
0.2009453  3.0
0.2012859  3.7
0.2037780  2.6
0.2048361  3.1
0.2058276  2.6
0.2065359  2.8
0.2067395  3.0
0.2091689  2.6
0.2094839  2.9
0.2099413  3.0
0.2121098  2.4
0.2132408  3.1
0.2142998  2.3
0.2148357  3.4
0.2166350  2.6
0.2186860  4.3
0.2206140  2.1
0.2213581  2.7
0.2216343  3.4
0.2216344  3.4
0.2243534  2.1
0.2256989  2.3
0.2266777  3.3
0.2275390  2.5
0.2287354  2.4
0.2288276  2.5
0.2309551  3.4
0.2309883  3.7
0.2335110  3.8
0.2347416  3.3
0.2356502  3.2
0.2356698  3.3
0.2369150  3.6
0.2382244  2.2
0.2385271  3.1
0.2395406  2.8
0.2401941  2.7
0.2414379  3.3
0.2427966  2.9
0.2433871  3.3
0.2442651  2.9
0.2447839  2.7
0.2475898  3.4
0.2491441  4.5
0.2507970  2.8
0.2521053  2.9
0.2527833  2.9
0.2531970  2.8
0.2533529  3.4
0.2537399  2.7
0.2561380  2.7
0.2588508  2.7
0.2598067  2.9
0.2601446  2.4
0.2615639  2.1
0.2621331  4.4
0.2623361  3.8
0.2637025  2.4
0.2644402  2.6
0.2648935  2.4
0.2658908  2.6
0.2659660  2.3
0.2669057  3.6
0.2677926  2.9
0.2685621  2.3
0.2692500  2.5
0.2701802  3.3
0.2706951  2.9
0.2724128  3.8
0.2733228  3.0
0.2733741  3.3
0.2750345  2.3
0.2761966  3.9
0.2771713  2.9
0.2774318  3.3
0.2779655  2.3
0.2787944  2.3
0.2789999  2.5
0.2802005  3.0
0.2805172  3.7
0.2810362  2.6
0.2830503  2.1
0.2832610  2.6
0.2832975  2.5
0.2863457  1.8
0.2872552  2.5
0.2876172  1.9
0.2886182  4.8
0.2894450  4.1
0.2910111  3.3
0.2924699  2.8
0.2929970  3.7
0.2938381  2.5
0.2944727  2.6
0.2961286  2.4
0.2964887  2.9
0.2968255  3.2
0.2989163  2.1
0.2998386  2.5
0.3004317  2.3
0.3012145  3.2
0.3015215  2.2
0.3029124  2.3
0.3041516  2.7
0.3047400  2.2
0.3051574  1.9
0.3054940  2.0
0.3060588  3.3
0.3076467  2.2
0.3082729  1.8
0.3084546  3.0
0.3092270  3.1
0.3100672  2.2
0.3107371  2.4
0.3117413  2.6
0.3123067  2.4
0.3129555  2.7
0.3153281  2.6
0.3160946  2.2
0.3165083  2.5
0.3168769  2.7
0.3172503  3.1
0.3175795  2.6
0.3182303  2.2
0.3194872  2.5
0.3206300  2.1
0.3209268  2.5
0.3220594  3.0
0.3226502  2.6
0.3242356  2.7
0.3247854  2.9
0.3255417  2.2
0.3265564  2.4
0.3271578  2.4
0.3273545  4.6
0.3282768  3.1
0.3287102  4.0
0.3292378  3.0
0.3306468  2.2
0.3311238  3.0
0.3323524  2.6
0.3341006  2.5
0.3342575  3.3
0.3353149  2.7
0.3354892  3.6
0.3366958  2.6
0.3369714  2.5
0.3372564  2.3
0.3375962  3.1
0.3385290  2.5
0.3392484  2.0
0.3398942  2.6
0.3404325  3.0
0.3424654  1.8
0.3447644  2.7
0.3451971  3.2
0.3455637  2.3
0.3467762  2.4
0.3475173  2.4
0.3476101  2.3
0.3486721  2.0
0.3496015  5.4
0.3496269  5.3
0.3520402  2.5
0.3523408  2.7
0.3529327  2.6
0.3530831  3.6
0.3539125  2.3
0.3544333  2.4
0.3548988  2.9
0.3552067  2.9
0.3563188  3.6
0.3572440  2.0
0.3587220  2.8
0.3607981  2.8
0.3611171  2.4
0.3614565  2.8
0.3629491  2.2
0.3634625  2.4
0.3649039  2.1
0.3662149  2.2
0.3675462  3.1
0.3681034  2.8
0.3696149  2.5
0.3708090  2.7
0.3710457  3.0
0.3718925  2.4
0.3722023  2.5
0.3724199  2.7
0.3732324  2.7
0.3741141  2.4
0.3748944  3.2
0.3757461  3.8
0.3764145  2.3
0.3766607  2.7
0.3782530  2.5
0.3790774  2.9
0.3805147  2.3
0.3813521  2.8
0.3818283  2.4
0.3829370  2.5
0.3841758  2.5
0.3860113  2.6
0.3866173  2.4
0.3875170  2.4
0.3882362  2.9
0.3885865  2.3
0.3889599  3.3
0.3904248  2.5
0.3910908  3.0
0.3910979  2.5
0.3925088  2.6
0.3929404  3.1
0.3944981  2.8
0.3955869  2.4
0.3960690  3.6
0.3969201  2.5
0.3973710  2.2
0.3982423  2.5
0.3985756  3.1
0.3999714  2.7
0.4003455  2.0
0.4012370  4.7
0.4019103  3.3
0.4034727  2.4
0.4039394  2.6
0.4043095  2.6
0.4065322  3.0
0.4065322  3.0
0.4081023  1.9
0.4086350  2.1
0.4096831  2.4
0.4104199  1.6
0.4108379  2.3
0.4120570  2.8
0.4130211  2.3
0.4134079  2.6
0.4141514  1.8
0.4144321  3.4
0.4145303  3.3
0.4151310  3.1
0.4153625  3.1
0.4179941  2.4
0.4182280  2.7
0.4193610  3.4
0.4200286  2.8
0.4217887  2.1
0.4224087  2.8
0.4224278  2.7
0.4235474  2.7
0.4243759  2.4
0.4252649  2.6
0.4259155  4.0
0.4266476  2.6
0.4272356  2.3
0.4279935  2.1
0.4283349  2.2
0.4290642  1.1
0.4299116  2.0
0.4312072  2.5
0.4316632  2.6
0.4333069  2.9
0.4336364  2.9
0.4340982  2.3
0.4356065  2.2
0.4359878  1.9
0.4378473  2.9
0.4385886  3.2
0.4395312  2.5
0.4404767  2.9
0.4415629  2.5
0.4424359  2.2
0.4442182  2.6
0.4450256  2.9
0.4459915  1.7
0.4462720  2.3
0.4469250  2.6
0.4472228  2.7
0.4488783  2.2
0.4492795  2.1
0.4497529  3.2
