0.000000	5.7
0.003310	3.7
0.006481	3.7
0.008102	2.7
0.009039	3.4
0.016389	2.6
0.019062	2.1
0.021863	2.1
0.025995	2.0
0.028044	2.4
0.030116	2.8
0.031481	2.3
0.032338	2.2
0.032697	2.3
0.033750	1.5
0.034560	1.8
0.036065	1.8
0.036725	2.0
0.037396	2.1
0.038877	1.9
0.039699	1.6
0.040822	1.7
0.041840	1.8
0.042199	2.0
0.043299	1.6
0.044537	2.0
0.047928	2.8
0.051262	2.0
0.052905	2.3
0.053738	2.0
0.054109	2.9
0.057951	1.7
0.059132	2.0
0.061389	2.2
0.063333	2.2
0.064456	1.8
0.066701	1.6
0.067581	1.8
0.069433	1.8
0.071794	1.7
0.072454	2.2
0.074769	2.3
0.076493	1.6
0.077396	2.0
0.078866	1.6
0.080544	2.8
0.083924	1.5
0.086655	1.8
0.088623	4.2
0.092234	1.7
0.092708	1.6
0.093461	1.7
0.095231	2.2
0.096539	1.8
0.099282	1.8
0.104653	3.8
0.106852	1.6
0.109398	1.8
0.113241	2.2
0.114421	1.8
0.116238	2.1
0.117118	2.9
0.122245	2.0
0.124144	1.8
0.129456	2.4
0.138021	1.7
0.138750	1.8
0.141019	1.5
0.146250	1.5
0.149433	2.0
0.153102	1.6
0.158924	1.8
0.160127	2.0
0.161123	2.0
0.163889	1.5
0.167384	2.3
0.172095	2.3
0.173102	1.9
0.175729	2.0
0.178981	2.4
0.189722	2.0
0.191331	1.8
0.192616	1.4
0.196111	3.4
0.198449	2.6
0.199595	2.3
0.200833	1.8
0.203437	2.6
0.205150	1.5
0.207859	1.9
0.209398	1.8
0.210683	1.6
0.211620	1.8
0.213970	1.7
0.214664	1.2
0.215174	1.5
0.217234	1.4
0.218704	1.5
0.223947	1.6
0.225845	2.8
0.227569	2.2
0.229769	1.5
0.230150	1.6
0.233437	1.7
0.234479	1.7
0.234988	1.5
0.241412	1.8
0.245718	1.6
0.248368	2.5
0.252824	1.3
0.253681	1.9
0.255556	2.1
0.256979	2.0
0.258264	1.8
0.259838	1.7
0.262350	2.1
0.270278	2.3
0.273970	1.9
0.275289	1.5
0.276609	1.3
0.285139	1.6
0.286227	2.1
0.290428	2.3
0.295694	1.7
0.302604	3.7
0.307986	3.1
0.311366	1.8
0.311771	1.6
0.315069	1.4
0.318345	1.4
0.319051	1.4
0.326667	1.3
0.331632	1.4
0.335104	2.0
0.338356	1.8
0.339942	2.4
0.342060	1.4
0.348507	1.4
0.354421	1.4
0.357558	3.0
0.367986	1.6
0.370428	1.3
0.373044	2.0
0.375752	1.4
0.376748	1.4
0.381238	2.6
0.385023	1.8
0.387338	2.5
0.390162	2.4
0.399144	1.2
0.399722	1.2
0.400926	1.3
0.408646	1.4
0.412072	1.8
0.414722	1.3
0.415463	1.4
0.416898	2.1
0.418808	1.5
0.421076	1.6
0.423148	1.3
0.424699	2.0
0.426215	2.4
0.432731	2.5
0.438032	1.4
0.442523	1.4
0.445116	1.9
0.449387	1.4
0.451042	1.6
0.453148	2.7
0.457836	2.2
0.461354	2.0
0.464306	1.3
0.466227	1.4
0.466852	1.3
0.467708	3.3
0.474907	1.4
0.475567	1.0
0.485521	1.3
0.489444	2.5
0.501481	1.3
0.506782	1.2
0.507488	1.0
0.508333	1.3
0.510799	1.3
0.517002	1.7
0.518044	1.5
0.523194	1.4
0.525162	1.7
0.527234	2.2
0.529965	1.5
0.531493	1.5
0.533044	2.9
0.536481	1.4
0.540440	2.1
0.543530	2.1
0.550602	1.9
0.553819	1.4
0.555231	1.5
0.568657	1.7
0.573275	1.8
0.582593	1.5
0.591412	2.2
0.605162	1.8
0.611019	1.8
0.618275	1.5
0.626794	1.4
0.631343	1.5
0.640567	1.7
0.655787	1.7
0.669109	1.4
0.675104	1.7
0.677523	1.6
0.701458	1.4
0.702708	2.2
0.707049	1.6
0.715336	2.2
0.720463	1.3
0.722338	1.5
0.723773	1.3
0.733437	1.7
0.758171	1.7
0.786632	1.6
0.795463	2.0
0.803692	1.8
0.833947	1.6
0.837685	1.4
0.841435	1.4
0.850208	1.7
