27.2087	45.8028	2014	11	23	1.40	33.30	1	45.13
27.1254	45.9285	2014	11	23	0.50	40.60	1	56.53
27.1852	45.8509	2014	11	23	2.50	34.10	2	21.10
27.1395	45.8791	2014	11	23	1.10	34.40	2	35.86
27.1470	45.8427	2014	11	23	0.70	48.00	3	39.27
27.1860	45.8225	2014	11	23	1.10	37.20	3	53.93
27.1750	45.8230	2014	11	23	2.60	31.00	4	1.97
27.1736	45.8369	2014	11	23	2.00	31.30	4	14.98
27.2019	46.0386	2014	11	23	0.70	34.40	4	37.97
27.1322	45.8166	2014	11	23	0.70	41.40	4	49.80
27.1714	45.8846	2014	11	23	1.10	34.00	4	58.59
27.1889	45.8450	2014	11	23	2.40	34.60	5	27.97
27.1560	45.8527	2014	11	23	1.10	40.40	5	57.14
27.0978	45.8391	2014	11	23	0.50	39.50	6	57.63
27.1828	45.8544	2014	11	23	2.00	33.60	7	3.12
27.1226	45.9835	2014	11	23	0.70	37.90	7	9.98
27.1865	45.8830	2014	11	23	0.90	32.10	8	20.67
27.1963	45.8962	2014	11	23	1.00	40.60	8	39.35
27.2140	45.9196	2014	11	23	0.90	46.80	9	3.86
27.1829	45.8686	2014	11	23	1.50	39.80	9	50.25
27.2083	45.8137	2014	11	23	2.70	29.80	10	16.25
27.2125	46.0029	2014	11	23	0.80	39.80	11	7.83
27.2510	46.0777	2014	11	23	1.00	30.00	11	20.74
27.0194	45.5840	2014	11	23	1.90	23.60	12	9.45
27.2515	45.8668	2014	11	23	1.60	30.00	12	32.66
27.1619	45.8563	2014	11	23	1.80	41.40	13	1.16
27.0062	45.5630	2014	11	23	1.10	35.80	13	20.50
27.2001	45.8876	2014	11	23	1.30	31.40	13	26.82
27.1578	45.8712	2014	11	23	1.90	33.70	14	47.03
27.2109	45.9602	2014	11	23	1.10	30.00	14	52.72
27.2404	45.9618	2014	11	23	0.70	35.60	15	4.27
27.2223	46.0937	2014	11	23	0.90	30.20	15	29.56
27.2674	46.0122	2014	11	23	0.90	30.10	17	1.66
27.2253	46.0371	2014	11	23	1.30	31.60	19	41.14
27.1873	45.8380	2014	11	23	2.00	31.80	20	57.99
27.2414	45.9428	2014	11	23	0.70	45.40	21	15.81
27.2045	45.8280	2014	11	23	1.40	38.00	21	30.32
27.1255	45.8304	2014	11	23	0.60	48.20	22	16.86
27.1852	45.8477	2014	11	23	2.30	33.30	23	22.82
27.2053	45.8745	2014	11	23	0.40	38.40	23	27.85
27.0368	45.9594	2014	11	24	0.10	32.40	0	26.07
27.2075	45.8303	2014	11	24	1.00	34.50	0	41.00
27.1660	45.8700	2014	11	24	2.40	34.40	0	45.10
27.1486	45.8413	2014	11	24	0.30	31.90	1	16.87
27.1463	45.9813	2014	11	24	0.30	30.50	1	49.60
27.1248	45.8103	2014	11	24	0.30	45.10	2	6.24
27.1167	45.9253	2014	11	24	0.10	33.90	2	23.33
27.0355	45.5863	2014	11	24	0.70	30.00	3	6.99
27.1661	45.9121	2014	11	24	1.10	29.60	4	8.30
27.2691	46.0013	2014	11	24	1.00	40.60	6	9.03
27.2975	46.0186	2014	11	24	1.20	31.90	7	41.70
27.1891	45.9821	2014	11	24	1.00	43.10	9	59.52
27.2101	45.8859	2014	11	24	0.90	31.80	11	47.22
27.2094	46.0363	2014	11	24	1.20	31.60	14	58.21
27.2187	45.9034	2014	11	24	1.10	28.70	15	33.10
27.1508	45.8521	2014	11	24	2.10	33.40	23	20.35
27.1612	45.8480	2014	11	25	3.20	38.80	1	52.42
27.1013	45.9248	2014	11	25	0.90	30.20	2	43.82
27.1426	45.7275	2014	11	25	1.10	34.10	5	41.19
27.2035	46.0777	2014	11	25	1.30	33.10	5	49.70
27.2572	45.9646	2014	11	25	1.10	35.00	7	53.18
27.1671	45.8427	2014	11	25	1.90	37.10	13	6.70
27.1612	45.8404	2014	11	25	1.40	40.30	17	43.51
27.2324	45.9037	2014	11	25	0.50	41.30	19	57.77
27.1517	45.8747	2014	11	26	1.40	33.50	0	2.57
27.1942	45.8476	2014	11	26	0.80	40.40	1	54.83
27.2020	45.8690	2014	11	26	1.00	38.10	3	30.95
27.2149	45.8502	2014	11	26	1.30	31.10	3	53.43
27.2568	45.9954	2014	11	26	0.90	32.20	20	49.85
27.2053	45.9183	2014	11	26	1.10	40.90	21	28.61
27.2217	46.0117	2014	11	26	1.00	34.80	22	22.05
27.2024	45.8262	2014	11	27	1.10	36.60	17	0.51
27.1698	45.8713	2014	11	27	0.80	37.40	20	13.43
27.1892	45.7923	2014	11	28	0.80	40.60	0	39.19
27.1764	45.8898	2014	11	28	1.00	39.30	7	37.39
27.1348	45.8590	2014	11	28	1.60	41.20	13	16.12
27.2072	45.9802	2014	11	28	0.80	30.10	23	33.62
27.1449	45.8532	2014	11	29	1.20	36.80	2	4.90
27.1714	45.8509	2014	11	29	1.60	32.60	7	8.09
27.1554	45.9775	2014	11	29	1.20	43.80	9	4.95
27.1897	45.8096	2014	11	29	0.60	40.20	10	27.78
27.1669	45.8135	2014	11	29	1.10	39.20	16	31.57
27.0886	45.8222	2014	11	29	0.80	38.50	18	8.95
27.1270	45.8800	2014	11	29	0.80	41.80	21	42.55
27.1473	45.9430	2014	11	30	0.60	46.80	2	14.44
27.0807	45.8005	2014	11	30	1.00	44.20	3	30.88
27.1345	45.9247	2014	11	30	1.10	29.80	3	48.30
27.0569	45.9854	2014	11	30	0.80	24.80	22	58.12
27.0906	45.8635	2014	12	1	1.50	39.80	16	51.15
27.1130	45.8261	2014	12	1	0.60	43.00	22	19.38
27.1752	45.8690	2014	12	2	2.50	28.80	4	19.48
27.2243	45.9817	2014	12	2	1.20	39.30	9	41.75
27.2655	45.8526	2014	12	2	1.10	19.60	15	20.94
27.2632	46.0548	2014	12	2	0.90	31.90	16	52.88
27.2445	45.9410	2014	12	2	0.50	30.00	21	56.32
27.1505	45.9175	2014	12	3	1.40	30.80	3	33.98
27.1162	45.8698	2014	12	3	1.00	43.20	12	5.67
27.1865	45.8424	2014	12	4	1.60	27.30	4	35.38
27.1793	45.8665	2014	12	4	2.00	23.70	5	39.89
27.1139	45.8395	2014	12	4	1.00	33.60	6	18.29
27.2585	46.0212	2014	12	4	1.20	33.10	17	52.67
27.1770	45.8486	2014	12	6	0.90	39.20	1	34.30
27.1509	45.8770	2014	12	6	1.60	33.70	5	25.86
27.1553	45.8715	2014	12	6	1.20	33.40	14	51.00
27.2364	45.9879	2014	12	6	0.90	32.10	18	54.80
27.1714	45.8836	2014	12	7	4.50	40.60	21	4.08
27.1813	45.9453	2014	12	7	0.70	43.30	21	39.41
27.2904	45.9565	2014	12	7	0.40	31.10	21	46.09
27.1386	45.9693	2014	12	7	1.00	21.60	22	45.66
27.1323	46.0620	2014	12	8	0.30	31.00	0	33.19
27.1384	45.8730	2014	12	8	1.20	36.80	7	45.28
27.2049	46.0454	2014	12	8	1.40	36.40	14	5.62
27.2048	45.9139	2014	12	8	1.00	27.50	18	22.83
27.2623	45.8825	2014	12	9	1.00	29.90	21	32.35
27.2681	46.0237	2014	12	10	1.10	33.10	8	10.00
27.2441	45.9218	2014	12	12	1.20	29.40	0	33.78
27.2619	45.9553	2014	12	14	0.60	31.80	6	3.82
27.1165	45.6028	2014	12	14	1.90	14.30	11	4.89
27.1031	45.6168	2014	12	14	1.20	17.60	16	21.94
27.1183	45.6340	2014	12	14	1.20	30.60	16	22.82
27.2070	45.9255	2014	12	14	0.90	32.60	16	26.18
27.1081	45.6054	2014	12	14	3.10	14.30	17	24.80
27.1091	45.5714	2014	12	14	1.20	9.10	18	0.17
27.1164	45.6036	2014	12	14	2.60	15.70	18	24.57
27.1108	45.6098	2014	12	14	1.10	17.00	18	31.66
27.0460	45.5645	2014	12	14	1.00	24.10	18	44.81
27.0891	45.6173	2014	12	14	1.00	30.30	20	7.19
27.0929	45.5938	2014	12	15	0.50	31.60	0	51.75
27.1023	45.5984	2014	12	15	1.40	18.10	1	56.73
27.2659	45.9274	2014	12	15	0.60	39.50	3	17.61
27.0996	45.5969	2014	12	15	1.00	23.70	21	2.39
27.0381	45.6094	2014	12	15	0.50	35.10	22	6.01
27.2578	46.0547	2014	12	16	1.70	33.20	14	23.05
27.2930	45.9280	2014	12	17	0.50	27.90	1	18.74
27.1677	45.8744	2014	12	18	1.5	32.5	3	32.59
27.0129	45.8043	2014	12	21	1	35.9	2	48.74
27.2325	45.9363	2014	12	21	0.9	39.4	4	7.54
27.1539	45.8903	2014	12	23	1.6	30	2	41.13
27.1425	45.6213	2014	12	25	1.3	17.8	9	29.20
27.0068	45.8351	2014	12	30	1.6	22.1	20	45.41
27.1996	45.8453	2015	1	1	2.2	31.7	11	39.68
27.2116	45.9956	2015	1	1	0.8	25.2	21	38.40
27.1381	45.9241	2015	1	2	0.7	30	1	18.46
27.253	46.0151	2015	1	2	1.2	35.9	14	13.88
27.1346	45.8721	2015	1	3	1.6	33.8	16	35.26
27.0448	45.542	2015	1	12	4.2	18.8	6	8.52
27.0178	45.5249	2015	1	12	1.6	27.3	6	14.55
27.1033	45.5747	2015	1	12	1.6	16.5	6	18.13
27.0223	45.5083	2015	1	12	1.4	21.3	7	25.51
27.0629	45.6021	2015	1	12	1.6	25.6	11	39.03
27.2155	45.8996	2015	1	13	0.1	49.9	0	57.26
27.1673	45.9905	2015	1	13	0.9	26.4	2	56.02
27.1627	46.0094	2015	1	13	1.3	18.6	3	15.14
27.1098	45.9071	2015	1	13	1	30.2	14	7.16
27.1828	45.9532	2015	1	13	1.5	31.3	14	21.52
27.0713	45.7439	2015	1	13	1	53.1	20	10.06
27.1316	45.9183	2015	1	13	1.2	28.2	23	32.28
27.1533	45.9616	2015	1	13	1	25.7	23	37.34
27.1091	45.906	2015	1	13	0.2	30	23	41.83
27.0343	45.5512	2015	1	14	1	18.8	19	40.23
27.244	46.0051	2015	1	14	1	32.2	21	12.94
27.1626	45.84	2015	1	16	1.7	38.7	15	35.35
27.1483	45.8782	2015	1	19	3.8	39.8	23	53.13
27.1585	45.885	2015	1	20	2.2	33.4	2	52.77
27.2421	46.0805	2015	1	20	0.8	33.3	9	10.03
27.2187	45.8714	2015	1	21	1.3	38.9	23	36.28
27.0373	45.8173	2015	1	26	0.7	43.4	17	14.02
27.1542	45.9657	2015	1	27	1.1	43.9	3	24.69
27.1559	45.8447	2015	1	29	2.2	39.4	12	43.41
27.0252	45.7295	2015	1	30	0.3	43.6	7	6.11
27.1127	45.9277	2015	1	30	1.6	28.1	10	48.48
27.0603	46.0239	2015	2	1	0.8	31.5	2	50.58
27.1886	45.8598	2015	2	1	1.6	40.4	17	3.85
27.1685	45.9263	2015	2	1	1.4	34	23	31.12
